feature_profile,tier,workload,stressor,label,n_features,run_score_median,run_score_mean,run_score_p95,samples_1hz
full,tier1_alt,PY_STATS,TLB,1,18,1.369655485556855,1.3950076353665621,1.6716511202030437,1000
full,tier1_alt,PY_STATS,BRANCH,1,18,2.39033548836431,2.8270907003547987,6.000419145547819,1000
full,tier1_alt,PY_STATS,MEMBW,1,18,3.363168908538514,3.517883124413839,5.209026290022634,1000
full,tier1_alt,PY_STATS,ATOMIC,1,18,3.00184581256204,2.984447158317477,4.754697146491955,1000
full,tier2,BROWSER,NOMINAL,0,11,0.5786668026356305,0.6593128874988572,1.3313325822030615,1000
full,tier2,BROWSER,CACHE,1,11,90.30432674821185,109.2702345584915,214.84848262196215,1000
full,tier2,BROWSER,TLB,1,11,41.13171256438551,41.077517857915794,42.15208186459119,1000
full,tier2,BROWSER,BRANCH,1,11,41.264688980546794,41.10429107617708,42.16202755917287,1000
full,tier2,BROWSER,MEMBW,1,11,100.04003789037824,129.72740566080458,288.29034094019306,1000
full,tier2,BROWSER,ATOMIC,1,11,109.27063436898743,131.53071690090383,250.75392881485848,1000
full,tier2,VIDEO_SW,NOMINAL,0,11,0.6702431472785833,0.9581317881830888,2.8500391352903733,1000
full,tier2,VIDEO_SW,CACHE,1,11,2.9179594763061925,3.2857820294592877,5.021924020472978,1000
full,tier2,VIDEO_SW,TLB,1,11,2.0176290261178647,2.0174118647763666,2.203687649953359,1000
full,tier2,VIDEO_SW,BRANCH,1,11,2.022306889142947,2.022642807812355,2.204320230270166,1000
full,tier2,VIDEO_SW,MEMBW,1,11,3.251674285324259,3.253013830643635,3.3782574153255482,1000
full,tier2,VIDEO_SW,ATOMIC,1,11,1.7929200409262465,1.7941739540121744,2.0048030454869963,1000
full,tier2,PY_AI,NOMINAL,0,11,0.6935333877516334,0.71274736562816,0.99249841275177,1000
full,tier2,PY_AI,CACHE,1,11,1.001244398666532,1.0201553108044792,1.5623356947041582,1000
full,tier2,PY_AI,TLB,1,11,0.777136176719727,0.7762004459124148,0.9852442297347669,1000
full,tier2,PY_AI,BRANCH,1,11,0.7748931972089376,0.7795437470491079,1.0205185017468144,1000
full,tier2,PY_AI,MEMBW,1,11,1.0334922984621484,1.0501253867120324,1.4972689358726254,1000
full,tier2,PY_AI,ATOMIC,1,11,2.1798196423023466,2.1357918531184508,2.559215192585817,1000
full,tier2,PY_STATS,NOMINAL,0,11,0.3955891562780497,0.9495319590854421,1.3613132759481297,1000
full,tier2,PY_STATS,CACHE,1,11,554.9833202150048,555.309213546909,591.0956051393418,1000
full,tier2,PY_STATS,TLB,1,11,337.9958759587031,338.7404075331802,361.1283966739078,1000
full,tier2,PY_STATS,BRANCH,1,11,331.53585266114567,331.7556746267448,345.7946286732194,1000
full,tier2,PY_STATS,MEMBW,1,11,554.1015336824415,547.589455094058,556.7018052737425,1000
full,tier2,PY_STATS,ATOMIC,1,11,171.24409747635073,172.3096432454671,210.1125610079296,1000
